10.5,12.5,47.5,38.5,4.75,5.64,2000,2000,0.5,0.5
-225,-3.43462913583249E-05,,,,,,,,
-220,-3.6923825008339E-05,,,,,,,,
-215,-3.97542133538786E-05,,,,,,,,
-210,-4.28688286750226E-05,,,,,,,,
-205,-4.63037591410889E-05,,,,,,,,
-200,-5.01006329760044E-05,,,,,,,,
-195,-5.43076018318288E-05,,,,,,,,
-190,-5.89805143456624E-05,,,,,,,,
-185,-6.41843151959879E-05,,,,,,,,
-180,-6.99947081832333E-05,,,,,,,,
-175,-7.65001219543502E-05,,,,,,,,
-170,-8.38040101216966E-05,,,,,,,,
-165,-9.20274963424374E-05,,,,,,,,
-160,-0.000101312325497,,,,,,,,
-155,-0.000111823978096,,,,,,,,
-150,-0.000123754596484,,,,,,,,
-145,-0.000137324963116,,,,,,,,
-140,-0.000152783980714,,,,,,,,
-135,-0.000170402581133,,,,,,,,
-130,-0.000190456062496,,,,,,,,
-125,-0.000213183255499,,,,,,,,
-120,-0.000238700362341,,,,,,,,
-115,-0.000266828117435,,,,,,,,
-110,-0.000296759034302,,,,,,,,
-105,-0.000326450341593,,,,,,,,
-100,-0.000351619540427,,,,,,,,
-95,-0.000364400847759,,,,,,,,
-90,-0.000352403785997,,,,,,,,
-85,-0.00029999256127,,,,,,,,
-80,-0.000193046651451,,,,,,,,
-75,-2.43965831289914E-05,,,,,,,,
-70,0.000204903947456,,,,,,,,
-65,0.000488507378173,,,,,,,,
-60,0.00081825640306,,,,,,,,
-55,0.001186176496552,,,,,,,,
-50,0.001585070344325,,,,,,,,
-45,0.002008325538699,,,,,,,,
-40,0.002449318281308,,,,,,,,
-35,0.002900531115709,,,,,,,,
-30,0.003352371749084,,,,,,,,
-25,0.003791737884173,,,,,,,,
-20,0.004200757089919,,,,,,,,
-15,0.00455694272448,,,,,,,,
-10,0.004836514192987,,,,,,,,
-5,0.005020384429242,,,,,,,,
0,0.005097525931729,,,,,,,,
5,0.005062464134743,,,,,,,,
10,0.004913545828509,,,,,,,,
15,0.004657423531805,,,,,,,,
20,0.004312624729867,,,,,,,,
25,0.003905055737641,,,,,,,,
30,0.003460198894528,,,,,,,,
35,0.002998669118473,,,,,,,,
40,0.002535679909338,,,,,,,,
45,0.00208228374667,,,,,,,,
50,0.001646915867038,,,,,,,,
55,0.001236724232875,,,,,,,,
60,0.000858596408061,,,,,,,,
65,0.000519869953944,,,,,,,,
70,0.000228598621593,,,,,,,,
75,-7.00936581234633E-06,,,,,,,,
80,-0.000180591850607,,,,,,,,
85,-0.000291156823895,,,,,,,,
90,-0.000346047127416,,,,,,,,
95,-0.000359647481788,,,,,,,,
100,-0.000347872524983,,,,,,,,
105,-0.000323338237241,,,,,,,,
110,-0.0002940625165,,,,,,,,
115,-0.000264419859987,,,,,,,,
120,-0.000236505651565,,,,,,,,
125,-0.000211156836638,,,,,,,,
130,-0.000188569183776,,,,,,,,
135,-0.000168635871436,,,,,,,,
140,-0.000151123536955,,,,,,,,
145,-0.000135760182037,,,,,,,,
150,-0.000122276955486,,,,,,,,
155,-0.000110426336425,,,,,,,,
160,-9.99885139287339E-05,,,,,,,,
165,-9.07720689109896E-05,,,,,,,,
170,-8.26120882283341E-05,,,,,,,,
175,-7.53672920035549E-05,,,,,,,,
180,-6.89169508601937E-05,,,,,,,,
185,-6.3157953903528E-05,,,,,,,,
190,-5.80021756028279E-05,,,,,,,,
195,-5.33741834294109E-05,,,,,,,,
200,-4.92092773972024E-05,,,,,,,,
205,-4.54518307420571E-05,,,,,,,,
210,-4.20538936946809E-05,,,,,,,,
215,-3.89740221584651E-05,,,,,,,,
220,-3.61762961753246E-05,,,,,,,,
225,-3.36294973240752E-05,,,,,,,,
